essay_id_comp,pair_id,is_ell,binoculars_score
E263EB3FBC22,157,1,0.99267578125
E792CBEB06C5,158,1,1.0322265625
E7F9A77683D2,159,1,1.033203125
EBAC7604E958,160,1,1.0810546875
F2080B933EE4,161,1,0.9921875
FABE0E966789,162,1,1.0322265625
FDCBCA9B0636,163,1,1.05078125
FF197A6B15B2,164,1,1.02734375
004AC288D833,165,1,0.990234375
0094474956AD,166,1,1.01953125
0BC2CAE08FDF,167,1,1.0927734375
0BF56A2681D3,168,1,0.96044921875
0F19DD8FEEDC,169,1,1.0078125
172F67E7FBBC,170,1,1.0146484375
17C7C1CAF7E8,171,1,0.978515625
1A0E4BA7410D,172,1,1.0751953125
1BAE4E235915,173,1,1.0869140625
1CF3776F970D,174,1,0.96337890625
1EB4D8BFB732,175,1,1.0849609375
2C3911F2CA28,176,1,1.064453125
2C7750B811F3,177,1,0.99609375
310201844A5A,178,1,0.97802734375
38702CDFDBE7,179,1,1.07421875
38C3001D7D16,180,1,1.0810546875
4.41E+11,181,1,1.0341796875
442DD1515A61,182,1,1.07421875
462769ABDD5B,183,1,0.974609375
466766082D8B,184,1,1.056640625
46BB96D9BC9B,185,1,1.0166015625
47470951BBDB,186,1,1.0341796875
4766AC689B19,187,1,1.029296875
47A1277A181F,188,1,0.96435546875
4AAB59EDE0FD,189,1,1.01953125
4B25EDB36089,190,1,0.99365234375
4D60247D96CE,191,1,1.091796875
5CE0E9A7214D,192,1,1.013671875
5E178A82D743,193,1,1.060546875
5E9E3C993595,194,1,1.037109375
64319E500339,195,1,0.9833984375
65D6233D8448,196,1,0.9580078125
663149D85F9C,197,1,1.005859375
69C237AC88FF,198,1,0.9873046875
6EEC89E5A1A4,199,1,1.0859375
73E8763E5F73,200,1,1.03125
75F4DD868EF3,201,1,1.0576171875
77BD30EC277D,202,1,0.96435546875
80F8E7B1ABBA,203,1,1.0634765625
839908CBDB40,204,1,1.033203125
8521B650F8A9,205,1,0.94482421875
8AEFE911A7ED,206,1,0.9521484375
8E83FB707B87,207,1,1.0859375
90978A2F8599,208,1,0.998046875
92E97E947628,209,1,1.0634765625
9B42B1750AD8,210,1,1.0380859375
A540C5E958FE,211,1,1.0380859375
AA5E62173BB5,212,1,1.0322265625
AEA7922669A8,213,1,1.0751953125
B23BDDB4B5FA,214,1,0.99755859375
C3E8D00403D9,215,1,1.0009765625
C50CDD1C35B2,216,1,0.9765625
C879A485810D,217,1,1.021484375
D1C69AFBCE83,218,1,1.0126953125
D8D90E042134,219,1,1.033203125
DB0A595A4723,220,1,1.09765625
E3668C4C4C0C,221,1,0.9892578125
E5ED252A0C48,222,1,1.0078125
EAE8AB55E9B1,223,1,0.958984375
EC94E187997D,224,1,1.015625
ECFB72244DAB,225,1,1.0390625
EEB113169637,226,1,1.015625
F05EB1468473,227,1,1.099609375
F45F03EBB2CA,228,1,1.02734375
FC39D2688C50,229,1,1.0830078125
13FDCF58A955,230,1,1.0478515625
19EF33B3D3C7,231,1,0.98291015625
213479A5F0F2,232,1,1.0009765625
2E68BA8F2B65,233,1,1.0048828125
3B62370779A1,234,1,1.0419921875
3BE469553D75,235,1,1.1025390625
40FB5A8DB596,236,1,1.0615234375
468EF37C2F2C,237,1,0.96875
61EDBF8CEC7D,238,1,0.99658203125
6A47B80F3283,239,1,1.1123046875
90DB680F14F5,240,1,1.0244140625
9F1CC7603B64,241,1,0.974609375
A202FBAF0CCD,242,1,1.0361328125
A28E9B475935,243,1,1.0048828125
B402430B0616,244,1,0.98876953125
C616CFDBCA6A,245,1,1.06640625
FFE91DA2A101,246,1,1.03515625
000BAD50D026,247,1,1.0927734375
00898D9FB10A,248,1,0.98193359375
01C53183305A,249,1,0.9609375
046C6FB91CBA,250,1,1.0439453125
047BD3CB80B4,251,1,1.029296875
05118F820085,252,1,1.0107421875
05F30981F3EB,253,1,1.1005859375
079FDB42E429,254,1,0.96728515625
07C6BB6ADA38,255,1,0.9853515625
08B72DCFD859,256,1,1.0458984375
093403D63CA6,257,1,1.1015625
0982DD0EB8E5,258,1,0.92919921875
0AD69388300B,259,1,0.94873046875
0C02DB524F25,260,1,0.943359375
0E24F8C90CFB,261,1,1.056640625
0F14FEA19E2A,262,1,1.0400390625
0F7DB6BD1AD5,263,1,1.0625
10E7A0414D14,264,1,1.0029296875
11DD0B26B584,265,1,0.96435546875
11F106935EDA,266,1,1.01171875
14F0D1DFE3B1,267,1,1.1123046875
1649A2246587,268,1,1.0263671875
1AA55FB101FD,269,1,0.994140625
1B622A28EDD9,270,1,1.0107421875
1C32F25C46EE,271,1,1.0556640625
20A4E74DE0C3,272,1,0.919921875
22E55C32A973,273,1,1.1064453125
24E7F271035B,274,1,1.015625
2640CD15FE02,275,1,1.0888671875
2844FD2BF83B,276,1,1.03515625
294C41270CAB,277,1,0.98974609375
2B9C5C3BB7B9,278,1,1.10546875
2DF807DD1767,279,1,0.97412109375
2E5A5418F173,280,1,0.99853515625
2FFBE61E4B84,281,1,0.95556640625
37B0303FA993,282,1,0.98388671875
37BF4818673C,283,1,1.0693359375
388F31A9A1A1,284,1,0.9716796875
3899C281559F,285,1,0.9912109375
3A46873F3E37,286,1,1.0390625
3C693CBFEFB5,287,1,1.0546875
3D4475C949C2,288,1,1.0771484375
3DAC64829E27,289,1,1.01953125
3DC336733E9F,290,1,1.0458984375
3F4D8262235A,291,1,1.0732421875
41CE9804B226,292,1,1.1064453125
451321E506A6,293,1,1.01171875
453ACA22D3B4,294,1,1.001953125
46A196DFB54F,295,1,1.041015625
4844CF56336D,296,1,1.029296875
492ED47AC122,297,1,0.943359375
49DA281C7585,298,1,1.06640625
49F54A35F6F3,299,1,1.095703125
4BA9296EBE9F,300,1,1.07421875
4C40CE78F807,301,1,1.015625
4C6B05BD5A81,302,1,1.0458984375
4F7F24918F42,303,1,1.02734375
51A7C4616A18,304,1,1.0380859375
51EF8C7D4263,305,1,0.98828125
52DC3B7C3952,306,1,0.9462890625
52FEF34F4AC7,307,1,1.0576171875
573E39E45177,308,1,1.0625
59CD7BE99BD1,309,1,1.0537109375
5A533A7D1C03,310,1,0.9736328125
5C843C6BD232,311,1,0.9931640625
5E26C9276FE3,312,1,1.01171875
5EB7A0B134B4,313,1,0.9873046875
6060D28C05B6,314,1,1.0224609375
64EB91C84A32,315,1,1.0654296875
67984D18D30D,316,1,0.97119140625
69241D10E69A,317,1,0.95849609375
6B850987631D,318,1,1.01171875
6C9EE085A021,319,1,1.0380859375
6D21E6095A62,320,1,0.99560546875
6D39215A55E1,321,1,0.9609375
6D7CB0579AEE,322,1,0.9912109375
6E5F280580C4,323,1,0.95703125
7203112033A1,324,1,0.98095703125
72765D1D4721,325,1,1.0517578125
73D2B941F40F,326,1,1.064453125
776FBF88E6FF,327,1,1.0009765625
78C22313F58E,328,1,1.0205078125
7BC73C8FBDBC,329,1,1.0478515625
80C2ED8BE6A6,330,1,1.0263671875
812CBC21EE50,331,1,1.0537109375
82F7210163B5,332,1,1.041015625
84367AEE6898,333,1,1.009765625
869367F8A718,334,1,1.044921875
88816FFD8A5C,335,1,1.037109375
88860671767F,336,1,0.984375
8A0A3FE01FE7,337,1,1.01953125
8A8109553B2D,338,1,1.12890625
8B2CB9C1F189,339,1,1.0087890625
8D49AD0975A1,340,1,1.0810546875
8DA298718DD7,341,1,1.01171875
8DD09D4FCD4F,342,1,1.041015625
8E64BE4119C3,343,1,1.03515625
91377BE7D4ED,344,1,1.0244140625
9145AB74E1DA,345,1,1.017578125
9174D620243B,346,1,1.021484375
93D6E4071601,347,1,1.02734375
971004AB4EED,348,1,0.99169921875
9BD1C9E4C34F,349,1,1.0107421875
9C245C1269BA,350,1,0.97705078125
9DA131E0F720,351,1,0.9990234375
9EB7D09C785B,352,1,0.9873046875
9FDD8A146288,353,1,0.94384765625
A5073B74C615,354,1,1.013671875
A5E08B9B9392,355,1,0.96142578125
AB6284069E18,356,1,1.0419921875
ABAC4A93E9C0,357,1,1.0712890625
AC6348A7ECB4,358,1,0.9580078125
AC7AB280A93C,359,1,1.111328125
ACE3E472041C,360,1,1.048828125
ACEDBB3C81A0,361,1,1.0517578125
AD175892EC1C,362,1,0.96630859375
AD2EB78655F2,363,1,0.96630859375
AF96A2176FB7,364,1,0.93505859375
B0CD65C0DE1D,365,1,1.046875
B1C9C23EDE4E,366,1,0.978515625
B265B2EEBEDE,367,1,0.97021484375
B2DAE4CC6597,368,1,1.00390625
B32F41984B27,369,1,1.041015625
B38B9288E93D,370,1,1.1103515625
B5FF33681C22,371,1,1.0869140625
B659CCF9A5C5,372,1,1.0830078125
B7468C4DD17C,373,1,1.03125
B7ACED7ED339,374,1,1.044921875
B8206613E7D9,375,1,1.0322265625
B8D4D1B62526,376,1,1.0478515625
BB8064D7B327,377,1,1.015625
BD889A4D831B,378,1,1.0458984375
BD8D21AC238D,379,1,0.98828125
BE4764F7BFF1,380,1,0.9833984375
C056C8CB9E33,381,1,1.048828125
C15EBA5345BC,382,1,0.96923828125
C38334385924,383,1,1.048828125
C8F035B467A7,384,1,0.994140625
CA290993DFBA,385,1,1.046875
CBCA3CFF320B,386,1,1.0830078125
CC149CD4B584,387,1,1.0244140625
CEF302996231,388,1,1.060546875
D26C9B0368D0,389,1,1.0087890625
D2F9E8A1C2B4,390,1,1.0537109375
D5164250EE9D,391,1,0.96435546875
D58980F5EC66,392,1,1.005859375
DA2D92B73B67,393,1,1.017578125
DA8F8C0D6952,394,1,1.01171875
DCE82F61BE10,395,1,1.025390625
DD474E5804C0,396,1,1.052734375
DFCF2A3BE972,397,1,1.0361328125
E1DDD9115527,398,1,1.05078125
E3478C339A2B,399,1,1.0009765625
E382BBC2D88E,400,1,0.9892578125
E6B9A294B454,401,1,0.9716796875
E81B50098AAC,402,1,0.9541015625
E97D16349835,403,1,1.1396484375
EB274FBC904F,404,1,0.986328125
EBF9131A638F,405,1,1.0234375
ECE0D33B9B85,406,1,1.0048828125
ECF265A73C7E,407,1,1.025390625
F170C1A461F7,408,1,1.0654296875
F19F66A28B7E,409,1,1.05859375
F23D76828AF1,410,1,1.0556640625
F241492F8808,411,1,1.021484375
F4B3B2CAB030,412,1,0.98681640625
F800DF0813A5,413,1,1.0947265625
F8A1AC1C01D6,414,1,1.0419921875
F90A25704212,415,1,1.0458984375
FC5120C98AE7,416,1,1.00390625
FE01BAE235A1,417,1,1.05078125
FE69FBDD5681,418,1,0.9775390625
FF8BAC351714,419,1,1.037109375
0016926B079C,420,1,1.126953125
019BDC9DF7CD,421,1,0.93017578125
0201B7877AD3,422,1,1.08203125
0214F87B86C3,423,1,0.947265625
04D4F9F350F6,424,1,0.9833984375
06592F816295,425,1,1.0458984375
07414A338814,426,1,0.97216796875
09ADB0629CD0,427,1,1.01171875
0A082DA0A890,428,1,1.0654296875
0AFAD06336F3,429,1,1.0205078125
0C699C871AA5,430,1,0.978515625
1294A6CEEAC5,431,1,1.107421875
13AAAD860217,432,1,1.0107421875
163AC455E1DF,433,1,1.0263671875
1DD3D8CCFF56,434,1,1.01171875
2CE045D2EBA4,435,1,1.0322265625
2EB94A444839,436,1,0.98046875
332921BEC390,437,1,0.9521484375
80D2FE30F665,438,1,1.0
08E7FC23D9C9,439,1,1.130859375
0CD8EBE71768,440,1,1.07421875
13C78F5B1679,441,1,1.044921875
148CA62EF887,442,1,1.072265625
160552DF7DBA,443,1,1.0625
17E5C17F1A9F,444,1,1.0615234375
193591CD2E86,445,1,0.99951171875
19AE5A267720,446,1,1.013671875
21B7E5DC72D6,447,1,1.0654296875
24CB17912088,448,1,1.005859375
2761843E3DB6,449,1,1.046875
2AA1EBF61654,450,1,0.96875
2D8C767B44E7,451,1,1.09375
2D9481E29A45,452,1,1.0419921875
2F2A39B3108A,453,1,1.0068359375
2F889A4F325B,454,1,1.05859375
3178219EF1B3,455,1,1.0087890625
35BB08D0166E,456,1,1.0439453125
37A77BEAD718,457,1,1.078125
39DD51C9D811,458,1,0.9931640625
3BCA170070B3,459,1,1.0234375
3C11CE4316CA,460,1,1.1162109375
40714DE69215,461,1,0.9921875
44E1D37DCE9B,462,1,1.0244140625
47F56748F9C4,463,1,1.0498046875
4905342C1EF9,464,1,1.1435546875
490B52475D1E,465,1,1.056640625
541CC72DE4AE,466,1,1.0322265625
5C44B0B1C2E3,467,1,1.13671875
65E9951C2D75,468,1,1.1318359375
694238280A93,469,1,1.0380859375
6BBD726B840E,470,1,1.060546875
6C5A6D1D0C13,471,1,1.1064453125
712A59B74C91,472,1,1.0673828125
72733C55E566,473,1,1.1708984375
746E3F9129B7,474,1,1.021484375
765F4BB0381E,475,1,0.96142578125
76F88C948538,476,1,1.0615234375
771FA4E3B7A8,477,1,1.0341796875
7F3555304C81,478,1,1.08984375
7F74864D0865,479,1,1.0087890625
8C62721A56E0,480,1,1.0712890625
8E6CB58E9762,481,1,1.1435546875
8F47C4F378EA,482,1,1.078125
915D19B0AB77,483,1,1.001953125
99DD22237B48,484,1,1.0791015625
9C8126B25A26,485,1,1.0751953125
A850DCCFB6DE,486,1,1.03125
A924B3431D21,487,1,1.017578125
AE3C9DE4FA94,488,1,1.056640625
B2C131C2B3AB,489,1,1.0234375
BAA77B0FC943,490,1,0.9755859375
BC9FF8F01F0A,491,1,1.015625
C4804C3EEBD7,492,1,0.99755859375
C8F314FFCCE9,493,1,1.021484375
C93DCEE52172,494,1,1.060546875
D0DF7AB8B493,495,1,1.0458984375
D4F405361BB1,496,1,1.0810546875
D5BF9F290808,497,1,0.98828125
E2A9D1243AF9,498,1,1.037109375
E9C3211DC772,499,1,1.142578125
EB382D12574F,500,1,1.107421875
EB935594E696,501,1,1.05859375
ED8EE1F02203,502,1,1.072265625
F71859A3B336,503,1,0.9931640625
FAF658D1034B,504,1,1.056640625
FE4703854EB4,505,1,1.076171875
FEEA679DCBB3,506,1,1.0263671875
02F89B4E55CF,507,1,1.02734375
030E5538C3CA,508,1,1.0576171875
03259FDA2D4E,509,1,1.0537109375
14EDF2663558,510,1,1.07421875
1A8074C87C0A,511,1,0.9619140625
1B2F469FBC51,512,1,0.9658203125
1C2A0066C93C,513,1,1.1015625
1F11C3F72282,514,1,1.0361328125
2690D4B28188,515,1,1.0546875
2A0B8F686C8A,516,1,0.9404296875
2C283B3AD1F5,517,1,1.072265625
37E0CC5A4DFA,518,1,1.0283203125
3E5E0038C60A,519,1,1.0341796875
42026F24F38C,520,1,1.0478515625
520E61206962,521,1,1.03515625
52B9BBCFE9B9,522,1,1.0166015625
5A07C7A99A35,523,1,1.125
5A5C43DB8DE9,524,1,1.0400390625
5E259D12208D,525,1,1.0625
6320FA8D8D17,526,1,1.0322265625
66BB82BD76B2,527,1,1.041015625
6712CC202872,528,1,1.09375
67BCC0991109,529,1,1.0146484375
68D614933A4B,530,1,1.0771484375
6FC583876238,531,1,1.0048828125
7735B9C9FA0C,532,1,1.08203125
7F14D36AE046,533,1,0.98779296875
84B7C99A3E2E,534,1,1.0439453125
87B935C8336C,535,1,1.033203125
8C10A8ABF46D,536,1,1.009765625
8CC4BB80A674,537,1,1.00390625
8DDDD842BDDD,538,1,1.0537109375
97A5F803C874,539,1,0.966796875
9FC7CB71EF7B,540,1,1.052734375
A59032F47FAE,541,1,1.1640625
B10E3AABDC7C,542,1,1.0439453125
B18781945C73,543,1,0.96337890625
B23941DFCB72,544,1,1.0166015625
B5B6FDA75B5E,545,1,1.04296875
B717EF32EE00,546,1,1.0556640625
B7C3128E0973,547,1,1.037109375
B87D3E1BB6A8,548,1,0.9931640625
B99A12610C04,549,1,0.98291015625
BAF6A144BAAF,550,1,0.96435546875
BD784C4B5797,551,1,1.0537109375
BE134CD245B0,552,1,0.9873046875
BE2DEC1820C6,553,1,1.0205078125
C15D43BE8BD6,554,1,0.96533203125
C4AE4A806A75,555,1,1.0087890625
C87A10617D8F,556,1,1.046875
C9886768AC9F,557,1,1.1376953125
D1861C521BF7,558,1,0.97607421875
D2F390598EE0,559,1,1.103515625
D695AD08528F,560,1,1.0302734375
D77794179080,561,1,1.0244140625
D838758E1C18,562,1,1.099609375
DB1F750E70E1,563,1,1.0830078125
DFB0362070E2,564,1,1.029296875
E42790E7177D,565,1,0.98876953125
F82207B7F26C,566,1,1.0888671875
FEB736959AD7,567,1,0.99853515625
00755EA6AA06,568,1,1.041015625
015396BC3B8B,569,1,1.0888671875
01A4CE59DEBA,570,1,1.1103515625
01D9F8A6B312,571,1,0.97265625
031A3D7E5BC3,572,1,1.115234375
04217B837E28,573,1,1.0625
0548DE784D69,574,1,1.0458984375
05F5893A675F,575,1,1.056640625
06C5AA76CC91,576,1,1.05859375
099985A2A99C,577,1,1.0185546875
09E9E0717D9F,578,1,1.0322265625
09EE9A3D3248,579,1,1.13671875
0A656F31502A,580,1,1.1357421875
0C42AF896179,581,1,1.087890625
0D34A4F5331B,582,1,1.14453125
0DB652C52A3C,583,1,1.0322265625
0F987B0C7169,584,1,1.1318359375
0FD81A828336,585,1,1.1962890625
102F13317092,586,1,1.0771484375
10654E060DC0,587,1,1.1103515625
1073917E4351,588,1,1.091796875
11823089B61E,589,1,1.0849609375
1289C8AF32C4,590,1,1.1103515625
1294BC11F39F,591,1,1.09375
133AD1CA506C,592,1,1.0654296875
1387054A01CB,593,1,1.0732421875
1561823BC14C,594,1,1.0126953125
157F43E9A395,595,1,1.0693359375
15E106AF20A7,596,1,1.09765625
17C285AAB4CF,597,1,1.10546875
18348CF6A3F7,598,1,1.0078125
1B61ACF51694,599,1,1.0400390625
1B70C37BB945,600,1,1.052734375
1B8D0107E4CB,601,1,1.0419921875
1BC1E6EAB178,602,1,1.154296875
1D7E0B0F21BF,603,1,1.0654296875
1FB2C0AFFDA9,604,1,1.06640625
2082A512AC2C,605,1,1.05078125
208DBCFF585A,606,1,1.0947265625
20BD5D3ED22B,607,1,1.068359375
228D4E90A26F,608,1,1.0302734375
22C152CE5B3E,609,1,1.12109375
2327F7A3128C,610,1,1.03125
2414D2AF4D56,611,1,1.09765625
245B3A0C1A5D,612,1,1.048828125
27A795DC36BE,613,1,1.1318359375
2A53E83B0090,614,1,1.0498046875
2A82FA178ECB,615,1,1.1142578125
2AA5F0CAEC6A,616,1,1.0615234375
2AA884E22BE9,617,1,1.0703125
2B09B90BECB2,618,1,0.982421875
2B3601A69135,619,1,1.064453125
2B46876E1BED,620,1,1.0771484375
2B48EAC02BF3,621,1,1.009765625
2B573F9EF4B0,622,1,1.1142578125
2BB4081A9571,623,1,1.0703125
2C76C3434FE0,624,1,1.0830078125
2D1CABA0ED11,625,1,1.1416015625
2D35D2209C2C,626,1,1.06640625
2D9010823094,627,1,0.982421875
2DABAC90201A,628,1,1.044921875
2DC33D804E4A,629,1,1.013671875
2DEFAEAFFC12,630,1,1.126953125
2DF3C80E505A,631,1,1.0498046875
2E4A8624CB67,632,1,1.0517578125
2E67DBD40D46,633,1,1.1748046875
2F5792CF7382,634,1,1.0791015625
2F99EE4EDA27,635,1,1.009765625
2FBF5E60CF2A,636,1,0.97119140625
318CF7D2CA80,637,1,1.1025390625
31EAA9461D35,638,1,1.03515625
32A121824D02,639,1,1.0166015625
33F3FA5D5BC1,640,1,1.130859375
35DA1D474645,641,1,1.0791015625
360DAF43CFF9,642,1,1.056640625
3713AC622BFF,643,1,1.126953125
37D329C27338,644,1,1.0400390625
37D7B6975F21,645,1,1.0341796875
38F38B0E6F05,646,1,1.08203125
38F7DA3568ED,647,1,1.1044921875
392CA30BDC28,648,1,1.046875
39470521A315,649,1,1.015625
39CAEB5135DB,650,1,1.0390625
3B10FD21BF95,651,1,1.03515625
3BB9E5810173,652,1,1.0830078125
3BD4064486ED,653,1,1.07421875
3C9D9C9C1A16,654,1,1.1064453125
3D9CBC4F434F,655,1,1.1005859375
3DC83E501E90,656,1,1.0771484375
3E58B8D1B62F,657,1,1.095703125
3EA35A918A40,658,1,0.9580078125
3F0A1388CDCE,659,1,1.08984375
3F0C266099A0,660,1,1.130859375
3F823B5E7A78,661,1,1.0224609375
3FEF73E0889E,662,1,0.99853515625
3FF7998605A0,663,1,1.03125
413FE0669882,664,1,1.029296875
41CE5718C5EE,665,1,1.0537109375
41E37DB7A063,666,1,1.0703125
43BD07FC4EFC,667,1,1.076171875
43F38F3AAF7A,668,1,1.0390625
44A3E59E78D0,669,1,1.1484375
44B560256490,670,1,1.154296875
45CAF3C40DE5,671,1,1.0615234375
45EBD1AF6D37,672,1,1.1484375
4718867C1953,673,1,1.05859375
47953D11C79C,674,1,1.1044921875
48D8C7EC30A5,675,1,1.0859375
496F3A8F4F7D,676,1,1.169921875
4999CFA4E3BC,677,1,1.0732421875
4A3714A99D05,678,1,1.0966796875
4D2C67616599,679,1,1.10546875
4E889102AE54,680,1,1.04296875
4EBE610AF54A,681,1,1.11328125
4F9C8B013CA4,682,1,1.076171875
505316DE125D,683,1,1.0712890625
507CBD8E9670,684,1,1.1015625
5145FF65E5BE,685,1,0.98876953125
514ADDA113FD,686,1,1.099609375
51783D3C9884,687,1,1.0419921875
523E7B30B570,688,1,1.14453125
5353165D1A68,689,1,1.1416015625
535EB7130D11,690,1,1.1015625
5401F370E413,691,1,1.1083984375
545E6CB571E1,692,1,1.0849609375
54986FCA3028,693,1,1.146484375
567D7BBCEF48,694,1,1.21484375
56BC9B63B5DD,695,1,1.046875
56CA50B5DE17,696,1,1.0283203125
56E1A1651686,697,1,1.1259765625
575829738D7F,698,1,1.001953125
578C014A7BBE,699,1,1.0947265625
57CE6ED06513,700,1,1.09765625
